SuburbName,ZipCodeNumber,StateCode
LEWIS PONDS,2800,NSW
LIDSTER,2800,NSW
LOWER LEWIS PONDS,2800,NSW
LUCKNOW,2800,NSW
MARCH,2800,NSW
MULLION CREEK,2800,NSW
NASHDALE,2800,NSW
OPHIR,2800,NSW
ORANGE,2800,NSW
ORANGE DC,2800,NSW
ORANGE EAST,2800,NSW
PANUARA,2800,NSW
SHADFORTH,2800,NSW
SPRING CREEK,2800,NSW
SPRING HILL,2800,NSW
SPRINGSIDE,2800,NSW
SUMMER HILL CREEK,2800,NSW
WALDEGRAVE,2800,NSW
WINDERA,2800,NSW
BENDICK MURRELL,2803,NSW
CROWTHER,2803,NSW
WIRRIMAH,2803,NSW
BILLIMARI,2804,NSW
CANOWINDRA,2804,NSW
MOORBEL,2804,NSW
NYRANG CREEK,2804,NSW
GOOLOOGONG,2805,NSW
EUGOWRA,2806,NSW
KOORAWATHA,2807,NSW
WYANGALA,2808,NSW
GREENETHORPE,2809,NSW
BENOLONG,2818,NSW
GEURIE,2818,NSW
PONTO,2818,NSW
TERRABELLA,2818,NSW
APSLEY,2820,NSW
ARTHURVILLE,2820,NSW
BAKERS SWAMP,2820,NSW
BODANGORA,2820,NSW
COMOBELLA,2820,NSW
CURRA CREEK,2820,NSW
DRIPSTONE,2820,NSW
FARNHAM,2820,NSW
GOLLAN,2820,NSW
LAKE BURRENDONG,2820,NSW
MARYVALE,2820,NSW
MEDWAY,2820,NSW
MONTEFIORES,2820,NSW
MOOKERAWA,2820,NSW
MOUNT AQUILA,2820,NSW
MOUNT ARTHUR,2820,NSW
MUMBIL,2820,NSW
NEUREA,2820,NSW
SPICERS CREEK,2820,NSW
STUART TOWN,2820,NSW
SUNTOP,2820,NSW
WALMER,2820,NSW
WELLINGTON,2820,NSW
WUULUMAN,2820,NSW
YARRAGAL,2820,NSW
BUNDEMAR,2823,NSW
CATHUNDRAL,2823,NSW
DANDALOO,2823,NSW
GIN GIN,2823,NSW
TRANGIE,2823,NSW
BEEMUNNEL,2824,NSW
BULLAGREEN,2824,NSW
EENAWEENA,2824,NSW
MARTHAGUY,2824,NSW
MOUNT FOSTER,2824,NSW
MOUNT HARRIS,2824,NSW
MUMBLEBONE PLAIN,2824,NSW
OXLEY,2824,NSW
PIGEONBAH,2824,NSW
PINE CLUMP,2824,NSW
RAVENSWOOD,2824,NSW
RED HILL,2824,NSW
SNAKES PLAIN,2824,NSW
TENANDRA,2824,NSW
WARREN,2824,NSW
BOGAN,2826,NSW
NEVERTIRE,2826,NSW
BEARBONG,2827,NSW
BIDDON,2827,NSW
BREELONG,2827,NSW
COLLIE,2827,NSW
CURBAN,2827,NSW
GILGANDRA,2827,NSW
MERRIGAL,2827,NSW
ARMATREE,2828,NSW
BLACK HOLLOW,2828,NSW
BOURBAH,2828,NSW
GULARGAMBONE,2828,NSW
MOUNT TENANDRA,2828,NSW
QUANDA,2828,NSW
TONDERBURINE,2828,NSW
WARRUMBUNGLE,2828,NSW
BILLEROY,2829,NSW
COMBARA,2829,NSW
CONIMBIA,2829,NSW
COONAMBLE,2829,NSW
GILGOOMA,2829,NSW
GUNGALMAN,2829,NSW
MAGOMETON,2829,NSW
NEBEA,2829,NSW
PINE GROVE,2829,NSW
TERIDGERIE,2829,NSW
TOOLOON,2829,NSW
URAWILKIE,2829,NSW
WINGADEE,2829,NSW
BALLIMORE,2830,NSW
BROCKLEHURST,2830,NSW
DUBBO,2830,NSW
DUBBO DC,2830,NSW
DUBBO EAST,2830,NSW
DUBBO GROVE,2830,NSW
DUBBO WEST,2830,NSW
GOONOO FOREST,2830,NSW
KICKABIL,2830,NSW
MINORE,2830,NSW
MOGRIGUY,2830,NSW
RAWSONVILLE,2830,NSW
TERRAMUNGAMINE,2830,NSW
TOONGI,2830,NSW
WAMBANGALANG,2830,NSW
BALLADORAN,2831,NSW
BYROCK,2831,NSW
CARINDA,2831,NSW
COOLABAH,2831,NSW
ELONG ELONG,2831,NSW
EUMUNGERIE,2831,NSW
GIRILAMBONE,2831,NSW
HERMIDALE,2831,NSW
MACQUARIE MARSHES,2831,NSW
MERRYGOEN,2831,NSW
NEILREX,2831,NSW
NYMAGEE,2831,NSW
QUAMBONE,2831,NSW
THE MARRA,2831,NSW
TOORAWEENAH,2831,NSW
WONGARBON,2831,NSW
COME BY CHANCE,2832,NSW
CRYON,2832,NSW
CUMBORAH,2832,NSW
WALGETT,2832,NSW
COLLARENEBRI,2833,NSW
ANGLEDOOL,2834,NSW
LIGHTNING RIDGE,2834,NSW
BULLA,2835,NSW
CANBELEGO,2835,NSW
COBAR,2835,NSW
CUBBA,2835,NSW
GILGUNNIA,2835,NSW
IRYMPLE,2835,NSW
KERRIGUNDI,2835,NSW
KULWIN,2835,NSW
NOONA,2835,NSW
SANDY CREEK,2835,NSW
TINDAREY,2835,NSW
WHITE CLIFFS,2836,NSW
WILCANNIA,2836,NSW
GOODOOGA,2838,NSW
BREWARRINA,2839,NSW
COLLERINA,2839,NSW
GONGOLGON,2839,NSW
NARRAN LAKE,2839,NSW
TALAWANTA,2839,NSW
WEILMORINGLE,2839,NSW
MENDOORAN,2842,NSW
MOLLYAN,2842,NSW
YARRAGRIN,2842,NSW
COOLAH,2843,NSW
WALLERAWANG,2845,NSW
CAPERTEE,2846,NSW
GLEN DAVIS,2846,NSW
ROUND SWAMP,2846,NSW
BROGANS CREEK,2848,NSW
CHARBON,2848,NSW
CLANDULLA,2848,NSW
KANDOS,2848,NSW
BOGEE,2849,NSW
BREAKFAST CREEK,2849,NSW
BUDDEN,2849,NSW
BYLONG,2849,NSW
CAMBOON,2849,NSW
CARWELL,2849,NSW
COGGAN,2849,NSW
COXS CREEK,2849,NSW
COXS CROWN,2849,NSW
DABEE,2849,NSW
DUNGEREE,2849,NSW
DUNVILLE LOOP,2849,NSW
GINGHI,2849,NSW
GLEN ALICE,2849,NSW
GROWEE,2849,NSW
KELGOOLA,2849,NSW
LEE CREEK,2849,NSW
MOUNT MARSDEN,2849,NSW
MURRUMBO,2849,NSW
NULLO MOUNTAIN,2849,NSW
OLINDA,2849,NSW
PINNACLE SWAMP,2849,NSW
PYANGLE,2849,NSW
REEDY CREEK,2849,NSW
RYLSTONE,2849,NSW
UPPER BYLONG,2849,NSW
UPPER GROWEE,2849,NSW
UPPER NILE,2849,NSW
WIRRABA,2849,NSW
AARONS PASS,2850,NSW
APPLE TREE FLAT,2850,NSW
AVISFORD,2850,NSW
BARA,2850,NSW
BARIGAN,2850,NSW
BOCOBLE,2850,NSW
BOMBIRA,2850,NSW
BOTOBOLAR,2850,NSW
BUCKAROO,2850,NSW
BUDGEE BUDGEE,2850,NSW
BURRUNDULLA,2850,NSW
CAERLEON,2850,NSW
CANADIAN LEAD,2850,NSW
CARCALGONG,2850,NSW
COLLINGWOOD,2850,NSW
COOKS GAP,2850,NSW
COOYAL,2850,NSW
CROSS ROADS,2850,NSW
CUDGEGONG,2850,NSW
CULLENBONE,2850,NSW
CUMBO,2850,NSW
ERUDGERE,2850,NSW
EURUNDEREE,2850,NSW
FROG ROCK,2850,NSW
GALAMBINE,2850,NSW
GRATTAI,2850,NSW
GREEN GULLY,2850,NSW
HARGRAVES,2850,NSW
HAVILAH,2850,NSW
HAYES GAP,2850,NSW
HILL END,2850,NSW
HOME RULE,2850,NSW
ILFORD,2850,NSW
KAINS FLAT,2850,NSW
LINBURN,2850,NSW
LUE,2850,NSW
MAITLAND BAR,2850,NSW
MENAH,2850,NSW
MEROO,2850,NSW
MILROY,2850,NSW
MOGO,2850,NSW
MONIVAE,2850,NSW
MOOLARBEN,2850,NSW
MOUNT FROME,2850,NSW
MOUNT KNOWLES,2850,NSW
MUDGEE,2850,NSW
MULLAMUDDY,2850,NSW
MUNGHORN,2850,NSW
PIAMBONG,2850,NSW
PUTTA BUCCA,2850,NSW
PYRAMUL,2850,NSW
QUEENS PINCH,2850,NSW
RIVERLEA,2850,NSW
RUNNING STREAM,2850,NSW
SALLYS FLAT,2850,NSW
SPRING FLAT,2850,NSW
ST FILLANS,2850,NSW
STONY CREEK,2850,NSW
TAMBAROORA,2850,NSW
TICHULAR,2850,NSW
TOTNES VALLEY,2850,NSW
TRIAMBLE,2850,NSW
TURILL,2850,NSW
TWELVE MILE,2850,NSW
ULAN,2850,NSW
ULLAMALLA,2850,NSW
WILBETREE,2850,NSW
WILPINJONG,2850,NSW
WINDEYER,2850,NSW
WOLLAR,2850,NSW
WORLDS END,2850,NSW
YARRABIN,2850,NSW
YARRAWONGA,2850,NSW
BARNEYS REEF,2852,NSW
BERYL,2852,NSW
BUNGABA,2852,NSW
COPE,2852,NSW
CUMBANDRY,2852,NSW
GOOLMA,2852,NSW
GULGONG,2852,NSW
GUNTAWANG,2852,NSW
MEBUL,2852,NSW
MEROTHERIE,2852,NSW
STUBBO,2852,NSW
TALLAWANG,2852,NSW
TWO MILE FLAT,2852,NSW
BOWAN PARK,2864,NSW
CUDAL,2864,NSW
MURGA,2864,NSW
TOOGONG,2864,NSW
BOCOBRA,2865,NSW
GUMBLE,2865,NSW
MANILDRA,2865,NSW
AMAROO,2866,NSW
BOOMEY,2866,NSW
CUNDUMBUL,2866,NSW
EUCHAREENA,2866,NSW
GARRA,2866,NSW
LARRAS LEE,2866,NSW
MOLONG,2866,NSW
BALDRY,2867,NSW
CUMNOCK,2867,NSW
EURIMBLA,2867,NSW
LOOMBAH,2867,NSW
YULLUNDRY,2867,NSW
BOURNEWOOD,2868,NSW
NORTH YEOVAL,2868,NSW
OBLEY,2868,NSW
YEOVAL,2868,NSW
PEAK HILL,2869,NSW
TOMINGLEY,2869,NSW
TREWILGA,2869,NSW
ALECTOWN,2870,NSW
BUMBERRY,2870,NSW
COOKAMIDGERA,2870,NSW
COOKS MYALLS,2870,NSW
DAROOBALGIE,2870,NSW
GOONUMBLA,2870,NSW
MANDAGERY,2870,NSW
PARKES,2870,NSW
TICHBORNE,2870,NSW
BEDGERABONG,2871,NSW
CORINELLA,2871,NSW
FAIRHOLME,2871,NSW
FORBES,2871,NSW
GAREMA,2871,NSW
GUNNING GAP,2871,NSW
JEMALONG,2871,NSW
MULYANDRY,2871,NSW
OOMA,2871,NSW
PAYTENS BRIDGE,2871,NSW
WARROO,2871,NSW
WIRRINYA,2871,NSW
ALBERT,2873,NSW
FIVE WAYS,2873,NSW
MIAMLEY,2873,NSW
TOTTENHAM,2873,NSW
TULLAMORE,2874,NSW
BRUIE PLAINS,2875,NSW
FIFIELD,2875,NSW
OOTHA,2875,NSW
TRUNDLE,2875,NSW
YARRABANDAI,2875,NSW
BOGAN GATE,2876,NSW
GUNNINGBLAND,2876,NSW
NELUNGALOO,2876,NSW
IVANHOE,2878,NSW
MOSSGIEL,2878,NSW
MENINDEE,2879,NSW
SUNSET STRIP,2879,NSW
AUSTRALIAN DEFENCE FORCES,2890,NSW
INTERNATIONAL MC,2891,NSW
LORD HOWE ISLAND,2898,NSW
NORFOLK ISLAND,2899,NSW
GREENWAY,2900,ACT
TUGGERANONG DC,2901,ACT
KAMBAH,2902,ACT
KAMBAH VILLAGE,2902,ACT
ERINDALE CENTRE,2903,ACT
OXLEY,2903,ACT
WANNIASSA,2903,ACT
FADDEN,2904,ACT
GOWRIE,2904,ACT
MACARTHUR,2904,ACT
MONASH,2904,ACT
BONYTHON,2905,ACT
CALWELL,2905,ACT
CHISHOLM,2905,ACT
GILMORE,2905,ACT
ISABELLA PLAINS,2905,ACT
RICHARDSON,2905,ACT
THEODORE,2905,ACT
BANKS,2906,ACT
CONDER,2906,ACT
GORDON,2906,ACT
CRACE,2911,ACT
MITCHELL,2911,ACT
GUNGAHLIN,2912,ACT
CASEY,2913,ACT
FRANKLIN,2913,ACT
GINNINDERRA VILLAGE,2913,ACT
KINLYSIDE,2913,ACT
NGUNNAWAL,2913,ACT
NICHOLLS,2913,ACT
PALMERSTON,2913,ACT
TAYLOR,2913,ACT
AMAROO,2914,ACT
BONNER,2914,ACT
FORDE,2914,ACT
HARRISON,2914,ACT
JACKA,2914,ACT
MONCRIEFF,2914,ACT
MELBOURNE,3000,VIC
EAST MELBOURNE,3002,VIC
WEST MELBOURNE,3003,VIC
WORLD TRADE CENTRE,3005,VIC
SOUTH WHARF,3006,VIC
SOUTHBANK,3006,VIC
UNIVERSITY OF MELBOURNE,3010,VIC
FOOTSCRAY,3011,VIC
SEDDON,3011,VIC
SEDDON WEST,3011,VIC
BROOKLYN,3012,VIC
KINGSVILLE,3012,VIC
MAIDSTONE,3012,VIC
TOTTENHAM,3012,VIC
WEST FOOTSCRAY,3012,VIC
YARRAVILLE,3013,VIC
YARRAVILLE WEST,3013,VIC
NEWPORT,3015,VIC
SOUTH KINGSVILLE,3015,VIC
SPOTSWOOD,3015,VIC
WILLIAMSTOWN,3016,VIC
WILLIAMSTOWN NORTH,3016,VIC
ALTONA,3018,VIC
SEAHOLME,3018,VIC
BRAYBROOK,3019,VIC
ROBINSON,3019,VIC
ALBION,3020,VIC
GLENGALA,3020,VIC
SUNSHINE,3020,VIC
SUNSHINE NORTH,3020,VIC
SUNSHINE WEST,3020,VIC
ALBANVALE,3021,VIC
KEALBA,3021,VIC
KINGS PARK,3021,VIC
ST ALBANS,3021,VIC
ARDEER,3022,VIC
DEER PARK EAST,3022,VIC
BURNSIDE,3023,VIC
BURNSIDE HEIGHTS,3023,VIC
CAIRNLEA,3023,VIC
CAROLINE SPRINGS,3023,VIC
DEER PARK,3023,VIC
DEER PARK NORTH,3023,VIC
RAVENHALL,3023,VIC
MAMBOURIN,3024,VIC
MOUNT COTTRELL,3024,VIC
WYNDHAM VALE,3024,VIC
LAVERTON NORTH,3026,VIC
WILLIAMS LANDING,3027,VIC
HOPPERS CROSSING,3029,VIC
TARNEIT,3029,VIC
TRUGANINA,3029,VIC
COCOROC,3030,VIC
DERRIMUT,3030,VIC
POINT COOK,3030,VIC
QUANDONG,3030,VIC
WERRIBEE,3030,VIC
WERRIBEE SOUTH,3030,VIC
ASCOT VALE,3032,VIC
HIGHPOINT CITY,3032,VIC
MARIBYRNONG,3032,VIC
TRAVANCORE,3032,VIC
KEILOR EAST,3033,VIC
AVONDALE HEIGHTS,3034,VIC
KEILOR,3036,VIC
KEILOR NORTH,3036,VIC
CALDER PARK,3037,VIC
DELAHEY,3037,VIC
HILLSIDE,3037,VIC
SYDENHAM,3037,VIC
TAYLORS HILL,3037,VIC
KEILOR DOWNS,3038,VIC
KEILOR LODGE,3038,VIC
TAYLORS LAKES,3038,VIC
WATERGARDENS,3038,VIC
MOONEE PONDS,3039,VIC
ABERFELDIE,3040,VIC
ESSENDON,3040,VIC
ESSENDON WEST,3040,VIC
CROSS KEYS,3041,VIC
ESSENDON FIELDS,3041,VIC
ESSENDON NORTH,3041,VIC
STRATHMORE,3041,VIC
STRATHMORE HEIGHTS,3041,VIC
AIRPORT WEST,3042,VIC
KEILOR PARK,3042,VIC
NIDDRIE,3042,VIC
NIDDRIE NORTH,3042,VIC
GLADSTONE PARK,3043,VIC
GOWANBRAE,3043,VIC
TULLAMARINE,3043,VIC
PASCOE VALE,3044,VIC
PASCOE VALE SOUTH,3044,VIC
MELBOURNE AIRPORT,3045,VIC
GLENROY,3046,VIC
HADFIELD,3046,VIC
OAK PARK,3046,VIC
BROADMEADOWS,3047,VIC
DALLAS,3047,VIC
JACANA,3047,VIC
COOLAROO,3048,VIC
MEADOW HEIGHTS,3048,VIC
ROYAL MELBOURNE HOSPITAL,3050,VIC
HOTHAM HILL,3051,VIC
NORTH MELBOURNE,3051,VIC
CARLTON,3053,VIC
CARLTON SOUTH,3053,VIC
CARLTON NORTH,3054,VIC
PRINCES HILL,3054,VIC
BRUNSWICK SOUTH,3055,VIC
BRUNSWICK WEST,3055,VIC
MOONEE VALE,3055,VIC
MORELAND WEST,3055,VIC
BRUNSWICK,3056,VIC
BRUNSWICK LOWER,3056,VIC
BRUNSWICK NORTH,3056,VIC
BRUNSWICK EAST,3057,VIC
SUMNER,3057,VIC
BATMAN,3058,VIC
COBURG,3058,VIC
COBURG NORTH,3058,VIC
MERLYNSTON,3058,VIC
MORELAND,3058,VIC
GREENVALE,3059,VIC
FAWKNER,3060,VIC
CAMPBELLFIELD,3061,VIC
SOMERTON,3062,VIC
OAKLANDS JUNCTION,3063,VIC
YUROKE,3063,VIC
CRAIGIEBURN,3064,VIC
DONNYBROOK,3064,VIC
KALKALLO,3064,VIC
MICKLEHAM,3064,VIC
ROXBURGH PARK,3064,VIC
FITZROY,3065,VIC
COLLINGWOOD,3066,VIC
COLLINGWOOD NORTH,3066,VIC
ABBOTSFORD,3067,VIC
CLIFTON HILL,3068,VIC
FITZROY NORTH,3068,VIC
THORNBURY,3071,VIC
GILBERTON,3072,VIC
NORTHLAND CENTRE,3072,VIC
PRESTON,3072,VIC
PRESTON LOWER,3072,VIC
PRESTON SOUTH,3072,VIC
PRESTON WEST,3072,VIC
REGENT WEST,3072,VIC
THOMASTOWN,3074,VIC
LALOR,3075,VIC
EPPING,3076,VIC
ALPHINGTON,3078,VIC
FAIRFIELD,3078,VIC
IVANHOE,3079,VIC
IVANHOE EAST,3079,VIC
IVANHOE NORTH,3079,VIC
BELLFIELD,3081,VIC
HEIDELBERG HEIGHTS,3081,VIC
HEIDELBERG RGH,3081,VIC
HEIDELBERG WEST,3081,VIC
MILL PARK,3082,VIC
BUNDOORA,3083,VIC
KINGSBURY,3083,VIC
LA TROBE UNIVERSITY,3083,VIC
BANYULE,3084,VIC
EAGLEMONT,3084,VIC
HEIDELBERG,3084,VIC
ROSANNA,3084,VIC
VIEWBANK,3084,VIC
MACLEOD,3085,VIC
MACLEOD WEST,3085,VIC
YALLAMBIE,3085,VIC
LA TROBE UNIVERSITY,3086,VIC
WATSONIA,3087,VIC
WATSONIA NORTH,3087,VIC
BRIAR HILL,3088,VIC
GREENSBOROUGH,3088,VIC
ST HELENA,3088,VIC
DIAMOND CREEK,3089,VIC
PLENTY,3090,VIC
YARRAMBAT,3091,VIC
MONTMORENCY,3094,VIC
ELTHAM,3095,VIC
ELTHAM NORTH,3095,VIC
RESEARCH,3095,VIC
BEND OF ISLANDS,3097,VIC
KANGAROO GROUND,3097,VIC
WATSONS CREEK,3097,VIC
ARTHURS CREEK,3099,VIC
COTTLES BRIDGE,3099,VIC
HURSTBRIDGE,3099,VIC
NUTFIELD,3099,VIC
STRATHEWEN,3099,VIC
KEW EAST,3102,VIC
BALWYN,3103,VIC
BALWYN EAST,3103,VIC
DEEPDENE,3103,VIC
STRADBROKE PARK,3103,VIC
BALWYN NORTH,3104,VIC
GREYTHORN,3104,VIC
BULLEEN,3105,VIC
TEMPLESTOWE,3106,VIC
TEMPLESTOWE LOWER,3107,VIC
DONCASTER,3108,VIC
DONCASTER EAST,3109,VIC
DONCASTER HEIGHTS,3109,VIC
NUNAWADING BC,3110,VIC
DONVALE,3111,VIC
NORTH WARRANDYTE,3113,VIC
WARRANDYTE,3113,VIC
PARK ORCHARDS,3114,VIC
WONGA PARK,3115,VIC
BURNLEY,3121,VIC
BURNLEY NORTH,3121,VIC
CREMORNE,3121,VIC
RICHMOND,3121,VIC
RICHMOND EAST,3121,VIC
RICHMOND NORTH,3121,VIC
RICHMOND SOUTH,3121,VIC
AUBURN SOUTH,3122,VIC
GLENFERRIE SOUTH,3122,VIC
HAWTHORN,3122,VIC
HAWTHORN NORTH,3122,VIC
HAWTHORN WEST,3122,VIC
CAMBERWELL,3124,VIC
CAMBERWELL NORTH,3124,VIC
CAMBERWELL SOUTH,3124,VIC
CAMBERWELL WEST,3124,VIC
HARTWELL,3124,VIC
MIDDLE CAMBERWELL,3124,VIC
BENNETTSWOOD,3125,VIC
BURWOOD,3125,VIC
SURREY HILLS SOUTH,3125,VIC
MONT ALBERT,3127,VIC
SURREY HILLS,3127,VIC
SURREY HILLS NORTH,3127,VIC
BOX HILL,3128,VIC
BOX HILL CENTRAL,3128,VIC
BOX HILL SOUTH,3128,VIC
HOUSTON,3128,VIC
WATTLE PARK,3128,VIC
BOX HILL NORTH,3129,VIC
KERRIMUIR,3129,VIC
MONT ALBERT NORTH,3129,VIC
BLACKBURN,3130,VIC
BLACKBURN NORTH,3130,VIC
BLACKBURN SOUTH,3130,VIC
LABURNUM,3130,VIC
BRENTFORD SQUARE,3131,VIC
FOREST HILL,3131,VIC
NUNAWADING,3131,VIC
MITCHAM,3132,VIC
MITCHAM NORTH,3132,VIC
RANGEVIEW,3132,VIC
VERMONT,3133,VIC
VERMONT SOUTH,3133,VIC
HEATHWOOD,3134,VIC
RINGWOOD,3134,VIC
RINGWOOD NORTH,3134,VIC
WARRANDYTE SOUTH,3134,VIC
WARRANWOOD,3134,VIC
BEDFORD ROAD,3135,VIC
HEATHMONT,3135,VIC
RINGWOOD EAST,3135,VIC
CROYDON,3136,VIC
CROYDON HILLS,3136,VIC
CROYDON NORTH,3136,VIC
CROYDON SOUTH,3136,VIC
KILSYTH,3137,VIC
KILSYTH SOUTH,3137,VIC
MOOROOLBARK,3138,VIC
BEENAK,3139,VIC
DON VALLEY,3139,VIC
HODDLES CREEK,3139,VIC
LAUNCHING PLACE,3139,VIC
SEVILLE,3139,VIC
SEVILLE EAST,3139,VIC
WANDIN EAST,3139,VIC
WANDIN NORTH,3139,VIC
WOORI YALLOCK,3139,VIC
YELLINGBO,3139,VIC
LILYDALE,3140,VIC
SOUTH YARRA,3141,VIC
HAWKSBURN,3142,VIC
TOORAK,3142,VIC
KOOYONG,3144,VIC
MALVERN,3144,VIC
MALVERN NORTH,3144,VIC
CAULFIELD EAST,3145,VIC
CENTRAL PARK,3145,VIC
DARLING,3145,VIC
DARLING SOUTH,3145,VIC
MALVERN EAST,3145,VIC
WATTLETREE ROAD PO,3145,VIC
ASHBURTON,3147,VIC
ASHWOOD,3147,VIC
CHADSTONE,3148,VIC
CHADSTONE CENTRE,3148,VIC
HOLMESGLEN,3148,VIC
JORDANVILLE,3148,VIC
MOUNT WAVERLEY,3149,VIC
PINEWOOD,3149,VIC
SYNDAL,3149,VIC
BRANDON PARK,3150,VIC
GLEN WAVERLEY,3150,VIC
WHEELERS HILL,3150,VIC
BURWOOD EAST,3151,VIC
BURWOOD HEIGHTS,3151,VIC
KNOX CITY CENTRE,3152,VIC
STUDFIELD,3152,VIC
WANTIRNA,3152,VIC
WANTIRNA SOUTH,3152,VIC
BAYSWATER,3153,VIC
BAYSWATER NORTH,3153,VIC
THE BASIN,3154,VIC
BORONIA,3155,VIC
FERNTREE GULLY,3156,VIC
LYSTERFIELD,3156,VIC
LYSTERFIELD SOUTH,3156,VIC
MOUNTAIN GATE,3156,VIC
UPPER FERNTREE GULLY,3156,VIC
UPWEY,3158,VIC
MENZIES CREEK,3159,VIC
SELBY,3159,VIC
BELGRAVE,3160,VIC
BELGRAVE HEIGHTS,3160,VIC
BELGRAVE SOUTH,3160,VIC
TECOMA,3160,VIC
CAULFIELD JUNCTION,3161,VIC
CAULFIELD NORTH,3161,VIC
CAULFIELD,3162,VIC
CAULFIELD SOUTH,3162,VIC
HOPETOUN GARDENS,3162,VIC
BOORAN ROAD PO,3163,VIC
CARNEGIE,3163,VIC
GLEN HUNTLY,3163,VIC
MURRUMBEENA,3163,VIC
BENTLEIGH EAST,3165,VIC
HUGHESDALE,3166,VIC
HUNTINGDALE,3166,VIC
OAKLEIGH,3166,VIC
OAKLEIGH EAST,3166,VIC
CLAYTON,3168,VIC
NOTTING HILL,3168,VIC
CLARINDA,3169,VIC
CLAYTON SOUTH,3169,VIC
SANDOWN VILLAGE,3171,VIC
SPRINGVALE,3171,VIC
DINGLEY VILLAGE,3172,VIC
SPRINGVALE SOUTH,3172,VIC
KEYSBOROUGH,3173,VIC
NOBLE PARK,3174,VIC
NOBLE PARK NORTH,3174,VIC
BANGHOLME,3175,VIC
DANDENONG,3175,VIC
DANDENONG EAST,3175,VIC
DANDENONG NORTH,3175,VIC
DANDENONG SOUTH,3175,VIC
DUNEARN,3175,VIC
SCORESBY BC,3176,VIC
DOVETON,3177,VIC
EUMEMMERRING,3177,VIC
ROWVILLE,3178,VIC
SCORESBY,3179,VIC
KNOXFIELD,3180,VIC
PRAHRAN,3181,VIC
PRAHRAN EAST,3181,VIC
WINDSOR,3181,VIC
ST KILDA,3182,VIC
ST KILDA SOUTH,3182,VIC
ST KILDA WEST,3182,VIC
BALACLAVA,3183,VIC
ST KILDA EAST,3183,VIC
ELSTERNWICK,3185,VIC
GARDENVALE,3185,VIC
RIPPONLEA,3185,VIC
BRIGHTON,3186,VIC
BRIGHTON NORTH,3186,VIC
DENDY,3186,VIC
WERE STREET PO,3186,VIC
HAMPTON,3188,VIC
HAMPTON EAST,3188,VIC
HAMPTON NORTH,3188,VIC
MOORABBIN,3189,VIC
MOORABBIN EAST,3189,VIC
WISHART,3189,VIC
SANDRINGHAM,3191,VIC
CHELTENHAM,3192,VIC
CHELTENHAM EAST,3192,VIC
SOUTHLAND CENTRE,3192,VIC
BEAUMARIS,3193,VIC
BLACK ROCK,3193,VIC
BLACK ROCK NORTH,3193,VIC
CROMER,3193,VIC
MENTONE,3194,VIC
MENTONE EAST,3194,VIC
MOORABBIN AIRPORT,3194,VIC
ASPENDALE,3195,VIC
ASPENDALE GARDENS,3195,VIC
BRAESIDE,3195,VIC
MORDIALLOC,3195,VIC
PARKDALE,3195,VIC
WATERWAYS,3195,VIC
BONBEACH,3196,VIC
CHELSEA,3196,VIC
CHELSEA HEIGHTS,3196,VIC
EDITHVALE,3196,VIC
CARRUM,3197,VIC
PATTERSON LAKES,3197,VIC
SEAFORD,3198,VIC
FRANKSTON,3199,VIC
FRANKSTON EAST,3199,VIC
FRANKSTON HEIGHTS,3199,VIC
FRANKSTON SOUTH,3199,VIC
KARINGAL,3199,VIC
KARINGAL CENTRE,3199,VIC
FRANKSTON NORTH,3200,VIC
PINES FOREST,3200,VIC
CARRUM DOWNS,3201,VIC
HEATHERTON,3202,VIC
BENTLEIGH,3204,VIC
MCKINNON,3204,VIC
ORMOND,3204,VIC
PATTERSON,3204,VIC
ALBERT PARK,3206,VIC
MIDDLE PARK,3206,VIC
GARDEN CITY,3207,VIC
PORT MELBOURNE,3207,VIC
AVALON,3212,VIC
LARA,3212,VIC
POINT WILSON,3212,VIC
ANAKIE,3213,VIC
BATESFORD,3213,VIC
LOVELY BANKS,3213,VIC
MOORABOOL,3213,VIC
BELL PARK,3215,VIC
BELL POST HILL,3215,VIC
DRUMCONDRA,3215,VIC
GEELONG NORTH,3215,VIC
HAMLYN HEIGHTS,3215,VIC
NORTH GEELONG,3215,VIC
RIPPLESIDE,3215,VIC
BELMONT,3216,VIC
GROVEDALE,3216,VIC
GROVEDALE EAST,3216,VIC
HIGHTON,3216,VIC
MARSHALL,3216,VIC
WANDANA HEIGHTS,3216,VIC
WAURN PONDS,3216,VIC
ARMSTRONG CREEK,3217,VIC
CHARLEMONT,3217,VIC
FRESHWATER CREEK,3217,VIC
MOUNT DUNEED,3217,VIC
FYANSFORD,3218,VIC
GEELONG WEST,3218,VIC
HERNE HILL,3218,VIC
MANIFOLD HEIGHTS,3218,VIC
MURGHEBOLUC,3218,VIC
STONEHAVEN,3218,VIC
BREAKWATER,3219,VIC
EAST GEELONG,3219,VIC
NEWCOMB,3219,VIC
ST ALBANS PARK,3219,VIC
THOMSON,3219,VIC
WHITTINGTON,3219,VIC
BAREENA,3220,VIC
GEELONG,3220,VIC
NEWTOWN,3220,VIC
SOUTH GEELONG,3220,VIC
BARRABOOL,3221,VIC
CERES,3221,VIC
GEELONG MC,3221,VIC
GNARWARRE,3221,VIC
CLIFTON SPRINGS,3222,VIC
CURLEWIS,3222,VIC
DRYSDALE,3222,VIC
MANNERIM,3222,VIC
MARCUS HILL,3222,VIC
WALLINGTON,3222,VIC
